Rowid,AS_LOCATIONS2011,X,Y,KD490_4KM_A20111,KD490_4KM_A201_1,KD490_4KM_A201_2,KD490_4KM_A201_3,KD490_4KM_A201_4,KD490_4KM_A201_5,KD490_4KM_A201_6,KD490_4KM_A201_7
323,7995464,-91.46925,29.24831667,0,0,0,0,0,0,0,0
324,7995464,-92.44724098,29.24743314,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001
325,7995464,-89.60507743,29.24432342,0,0,0,0,0,0,0,0
326,7995464,-93.64693643,29.24330228,0,0,0,0,0.378490001,0.332940012,0.371769994,0
327,7995464,-93.40711667,29.2429,0,0,0,0,0.459820002,0.239199996,0.160569996,0.312290013
328,7995464,-91.63130832,29.24235122,0,0,0,0,0,0,5.432519913,2.337199926
329,7995464,-89.70532323,29.2420839,0,1.285449982,0,0,0,0,0,1.560279965
330,7995464,-93.85155,29.24093333,0,0,0,0,0.372669995,0.298090011,0.248429999,0
331,7995464,-91.62725,29.24093333,0,0,0,0,0,0,5.432519913,2.337199926
332,7995464,-92.24672149,29.23760987,0,0.436699986,0,0,0,0,0,5.082250118
333,7995464,-92.33789242,29.23697327,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995
334,7995464,-92.33789242,29.23697327,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995
335,7995464,-92.40384898,29.23663304,0,0.39715001,0,0,3.515049934,0,0.983739972,0.575699985
336,7995464,-91.4843,29.23496667,0,0,0,0,0,0,0,0
337,7995464,-92.39772569,29.23488353,0,0.39715001,0,0,3.515049934,0,0.983739972,0.575699985
338,7995464,-89.5449,29.23473333,0,0,0,0,0,0,0,0
339,7995464,-91.3262,29.23385,0,0,0,0,0,0,0,0
340,7995464,-92.68993402,29.23271636,0,0,0,0,0.908969998,0,0.312209994,0.188020006
341,7995464,-89.64001667,29.23225,0,0.932500005,0,0,0,0,0,1.348999977
342,7995464,-92.26445764,29.23172793,0,0.505519986,0,0,0,0,6.400000095,1.827260017
343,7995464,-89.57075,29.2315,0,0,0,0,0,0,0,0
344,7995464,-92.25148165,29.23080107,0,0.505519986,0,0,0,0,6.400000095,1.827260017
345,7995464,-92.89829689,29.23001041,0,0,0,0,0.759720027,0,0.231749997,0.239800006
346,7995464,-91.84831667,29.22893333,0,0,0,0,3.554960012,0,0.658330023,0
347,7995464,-93.85136667,29.22841667,0,0,0,0,0.372669995,0.298090011,0.248429999,0
348,7995464,-91.89029743,29.22801271,0,0,0,0,1.745329976,0,0.597329974,0
349,7995464,-89.67640887,29.2264618,0,1.285449982,0,0,0,0,0,1.560279965
350,7995464,-88.82545,29.22633333,0,0,0.645900011,0,0,0,0,0
351,7995464,-92.69213402,29.22618302,0,0,0,0,0.908969998,0,0.312209994,0.188020006
352,7995464,-92.89351766,29.22595924,0,0,0,0,0.759720027,0,0.231749997,0.239800006
353,7995464,-92.4405,29.22556667,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001
354,7995464,-92.26283022,29.22484911,0,0.505519986,0,0,0,0,6.400000095,1.827260017
355,7995464,-91.53092895,29.22459464,0,0,0,0,0,0,0,0
356,7995464,-89.79378333,29.22453333,0,2.598099947,1.481570005,0,0,0,1.848230004,0.826499999
357,7995464,-89.6762389,29.22339778,0,1.285449982,0,0,0,0,0,1.560279965
358,7995464,-94.10585,29.22181667,0,0,0,0,0,0.223269999,0.218710005,0
359,7995464,-89.70936311,29.22158443,0,1.252390027,3.149049997,0,0,0,0,1.579869986
360,7995464,-92.44532596,29.22114153,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001
361,7995464,-92.3487841,29.22090022,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995
362,7995464,-92.3487841,29.22090022,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995
363,7995464,-92.4205687,29.21776239,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001
364,7995464,-92.25649496,29.2175917,0,0.505519986,0,0,0,0,6.400000095,1.827260017
365,7995464,-92.8930533,29.21710015,0,0,0,0,0.759720027,0,0.231749997,0.239800006
366,7995464,-94.10634094,29.21618812,0,0,0,0,0,0.223269999,0.218710005,0
367,7995464,-92.8914033,29.21300015,0,0,0,0,0.759720027,0,0.231749997,0.239800006
368,7995464,-93.64702475,29.21246193,0,0,0,0,0.378490001,0.332940012,0.371769994,0
369,7995464,-89.56583157,29.21192445,0,0,0,0,0,0,0,0
370,7995464,-92.45773957,29.20940867,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001
371,7995464,-91.19988333,29.20886667,0,0,0,0,0,0,0,0
372,7995464,-92.42605029,29.20812038,0,0.369230002,0,0,1.565500021,0,1.081130028,0.651269972
373,7995464,-92.89236615,29.20649615,0,0,0,0,0.878960013,0,0.258650005,0.228469998
374,7995464,-89.5875561,29.20531263,0,0.889919996,0,0,0,0,1.519199967,2.603209972
375,7995464,-91.19061667,29.20263333,0,0,0,0,0,0,0,0
376,7995464,-89.54903333,29.2026,0,0,0,0,0,0,0,4.11590004
377,7995464,-88.77954981,29.20088476,0,0,1.217270017,0,0,0,1.253000021,0
378,7995464,-92.26263689,29.20038552,0,0.443500012,0,0,1.159800053,0,2.178499937,5.109429836
379,7995464,-91.61968172,29.20029707,0,0,0,0,0,0,0,2.344799995
380,7995464,-93.6463,29.19773333,0,0,0,0,0.479579985,0.185120001,0.240429997,0
381,7995464,-90.0621,29.19758333,0,0,0,0,0,0,0,0
382,7995464,-92.93944676,29.19331091,0,0,0,0,0.88312,0,0.242929995,0
383,7995464,-89.82486448,29.19047308,0,6.400000095,3.169120073,0,0,0,0,1.061120033
384,7995464,-91.6866347,29.19030437,0,0,0,0,0,0,0.952870011,0
385,7995464,-91.5016,29.19016667,0,0,0,0,0,0,4.548679829,3.597800016
386,7995464,-91.89329418,29.19004047,0,0.471920013,0,0,1.599709988,0,0.571699977,0
387,7995464,-92.44615,29.18936667,0,0.369230002,0,0,1.565500021,0,1.081130028,0.651269972
388,7995464,-91.88421205,29.18833936,0,0.471920013,0,0,1.599709988,0,0.571699977,0
389,7995464,-92.25959086,29.18800484,0,0.443500012,0,0,1.159800053,0,2.178499937,5.109429836
390,7995464,-89.64000054,29.18747266,0,1.090420008,1.112699986,0,0,0,1.259600043,1.569659948
391,7995464,-91.1044719,29.18714066,0,0,0,0,0,0,0,0
392,7995464,-92.88119327,29.1869242,0,0,0,0,0.878960013,0,0.258650005,0.228469998
393,7995464,-92.87846667,29.18425,0,0,0,0,0.878960013,0,0.258650005,0.228469998
394,7995464,-93.64673333,29.18416667,0,0,0,0,0.479579985,0.185120001,0.240429997,0
395,7995464,-90.04951374,29.18323901,0,0,0,0,0,0,0,0
396,7995464,-92.32841878,29.18294136,0,0.436329991,0,0,2.159499884,0,1.519600034,1.736070037
397,7995464,-92.94040121,29.17996786,0,0,0,0,0.88312,0,0.242929995,0
398,7995464,-92.49416667,29.17771667,0,0.328999996,0,0,1.632449985,0,0.979340017,0.472310007
399,7995464,-91.34805,29.1776,0,0,0,0,0,0,6.400000095,0
400,7995464,-93.404,29.17431667,0,0,0,0,0.312579989,0,0.128969997,0.133220002
401,7995464,-89.87440468,29.17184226,0,0,1.31806004,0,0,0,3.639559984,0.784699976
402,7995464,-92.26285448,29.1717009,0,0.443500012,0,0,1.159800053,0,2.178499937,5.109429836
403,7995464,-92.31916018,29.17093061,0,0.436329991,0,0,2.159499884,0,1.519600034,1.736070037
404,7995464,-90.06468333,29.17035,0,0,0,0,0,0,0,0
405,7995464,-93.84986667,29.17028333,0,0,0,0,0.388000011,0.28512001,0.284399986,0
406,7995464,-90.05293486,29.17015012,0,0,0,0,0,0,0,0
407,7995464,-92.45466667,29.16955,0,0.369230002,0,0,1.565500021,0,1.081130028,0.651269972
408,7995464,-92.26216667,29.16941667,0,0.443500012,0,0,1.159800053,0,2.178499937,5.109429836
409,7995464,-92.4069,29.1684,0,0.409799993,0,0,2.146490097,0,1.179440022,0.808309972
410,7995464,-89.56922345,29.16813527,0,0,0,0,0,0,0,4.11590004
411,7995464,-90.04426718,29.16804854,0,0,0,0,0,0,0,0
412,7995464,-90.04426718,29.16804854,0,0,0,0,0,0,0,0
413,7995464,-92.50476667,29.16711667,0,0.368829995,0,0,1.395830035,0,0.828469992,0.26196
414,7995464,-91.05358333,29.16686667,0,0,0,0,0,0,0,0
415,7995464,-90.0767,29.16426667,0,0,0,0,0,0,0,0.775929987
416,7995464,-90.08183333,29.16341667,0,0,0,0,0,0,0,0.775929987
417,7995464,-90.044987,29.16332894,0,0,0,0,0,0,0,0.775929987
418,7995464,-90.04365,29.1618,0,0,0,0,0,0,0,0.775929987
419,7995464,-90.0449492,29.16145233,0,0,0,0,0,0,0,0.775929987
420,7995464,-90.03797336,29.15947533,0,0.958689988,0,0,0,0,0,0.769330025
421,7995464,-92.29865,29.15848333,0,0.337639987,0,0,1.147480011,0,1.130200028,1.337170005
422,7995464,-90.05849988,29.15782609,0,0,0,0,0,0,0,0.775929987
423,7995464,-90.05849988,29.15782609,0,0,0,0,0,0,0,0.775929987
424,7995464,-89.6911,29.15756667,0,0,1.174960017,0,0,0,1.218299985,1.452000022
425,7995464,-91.05891386,29.15603092,0,1.145419955,0,0,0,0,0,0
426,7995464,-92.86622763,29.15599743,0,0,0,0,0.847869992,0,0.279700011,0.225720003
427,7995464,-92.86663458,29.15586577,0,0,0,0,0.847869992,0,0.279700011,0.225720003
428,7995464,-94.10685,29.1553,0,0,0,0,0,0.212200001,0.165089995,0
429,7995464,-92.69789356,29.15520927,0,0,0,0,0.95826,0,0.347660005,0.38211
430,7995464,-90.09803333,29.15486667,0,0,0,0,0,0,0,0
431,7995464,-91.35291218,29.15451577,0,0,0,0,0,0,6.400000095,0
432,7995464,-93.15829048,29.15345924,0,0,0,0,0.42851001,0,0.198349997,0
433,7995464,-91.53219237,29.15286476,0,0.466100007,0,0,6.400000095,0,6.400000095,2.636199951
434,7995464,-91.10522546,29.15080134,0,0.792999983,0,0,0,0,0,0
435,7995464,-92.69806667,29.15045,0,0,0,0,0.95826,0,0.347660005,0.38211
436,7995464,-91.52205029,29.15032924,0,0.466100007,0,0,6.400000095,0,6.400000095,2.636199951
437,7995464,-91.69105266,29.15022415,0,0.368360013,0,0,3.327199936,0,0.960770011,0
438,7995464,-88.68044352,29.14925058,0,0,1.074699998,1.494480014,0,0,0.843800008,0
439,7995464,-91.55935,29.14918333,0,0.423339993,0,0,0,0,0,0
440,7995464,-90.09795,29.14876667,0,0,0,0,0,0,0,0
441,7995464,-91.69973333,29.14851667,0,0.368360013,0,0,3.327199936,0,0.960770011,0
442,7995464,-89.6943,29.14733333,0,0,1.174960017,0,0,0,1.218299985,1.452000022
443,7995464,-92.46893725,29.14626496,0,0.335399985,0,0,1.132799983,0,0.71043998,0.311280012
444,7995464,-92.95128579,29.14418787,0,0,0,0,1.738000035,0,0.263489991,0
445,7995464,-90.1073,29.14213333,0,0,0,0,0,0,0,0
446,7995464,-90.11743333,29.14175,0,0,0,0,0,0,0,0
447,7995464,-90.40660556,29.14076111,0,0,0,0,0,0,0,0
448,7995464,-91.52366667,29.13955,0,0.466100007,0,0,6.400000095,0,6.400000095,2.636199951
449,7995464,-91.50495763,29.13755191,0,0.466100007,0,0,6.400000095,0,6.400000095,2.636199951
450,7995464,-91.21846667,29.1375,0,0,0,0,0,0,1.196769953,0
451,7995464,-92.27312951,29.1363699,0,0.337639987,0,0,1.147480011,0,1.130200028,1.337170005
452,7995464,-92.85236247,29.13448665,0,0,0,0,0.847869992,0,0.279700011,0.225720003
453,7995464,-91.72563581,29.12988798,0,0.374570012,0,0,1.672289968,0,0.847800016,0
454,7995464,-92.40121667,29.12875,0,0.353119999,0,0,1.064849973,0,0.894599974,0
455,7995464,-92.84969876,29.12746756,0,0,0,0,0.847869992,0,0.279700011,0.225720003
456,7995464,-91.90929672,29.12708907,0,0.393169999,0,0,1.238270044,0,0.525219977,0
457,7995464,-92.85306263,29.12637925,0,0,0,0,0.847869992,0,0.279700011,0.225720003
458,7995464,-88.63297316,29.12475273,0,0,0,1.415459991,0,0,0,0
459,7995464,-90.11601667,29.12258333,0,0,0,0,0,0,1.108729959,0.635469973
460,7995464,-92.85077705,29.12120841,0,0,0,0,0.754299998,0,0.275409997,0.306899995
461,7995464,-89.58481667,29.12028333,0,0,0,0,0,0,0,1.884660006
462,7995464,-90.10571667,29.11955,0,0,0,0,0,0,1.108729959,0.635469973
463,7995464,-89.90855,29.11918333,0,1.183859944,1.063639998,0,0,0,1.300099969,0.580910027
464,7995464,-93.64805,29.11863333,0,0,0,0,0.132170007,0.120420001,0.184829995,0
465,7995464,-91.36550403,29.11859263,0,0,0,0,0,0,1.393890023,0
466,7995464,-88.65691975,29.11816503,0,0,0,1.415459991,0,0,0,0
467,7995464,-90.02998816,29.11809013,0,1.060449958,0,0,0,0,0.864449978,0.677110016
468,7995464,-92.84441148,29.11751393,0,0,0,0,0.754299998,0,0.275409997,0.306899995
469,7995464,-90.17691667,29.11685,0,0,0,0,0,0,0,0
470,7995464,-92.91556037,29.11452165,0,0,0,0,0.754299998,0,0.275409997,0.306899995
471,7995464,-93.40483333,29.11448333,0,0,0,0,0,0,0.110890001,0
472,7995464,-91.53765162,29.11421877,0,0,0,0,5.739140034,0,4.669620037,0
473,7995464,-92.84313858,29.1142135,0,0,0,0,0.754299998,0,0.275409997,0.306899995
474,7995464,-91.53502668,29.11326425,0,0,0,0,5.739140034,0,4.669620037,0
475,7995464,-92.55585562,29.11276325,0,0,0,0,1.095399976,0,0.338400006,0.227369994
476,7995464,-91.37498296,29.11252564,0,0,0,0,0,0,1.393890023,0
477,7995464,-92.28115,29.11185,0,0.301189989,0,0,1.043900013,0,0.520349979,1.504130006
478,7995464,-91.91708716,29.11013078,0,0.402029991,0,0,1.200440049,0,0.617160022,0
479,7995464,-89.81105,29.10958333,0,0,1.028380036,0,0,0,4.99409008,0.695869982
480,7995464,-92.47871667,29.10943333,0,0.287149996,0,0,0.992560029,0,0.631560028,0
481,7995464,-91.92313333,29.10923333,0,0.402029991,0,0,1.200440049,0,0.617160022,0
482,7995464,-92.84007537,29.10759424,0,0,0,0,0.754299998,0,0.275409997,0.306899995
483,7995464,-91.37163333,29.1075,0,0,0,0,0,0,1.393890023,0
484,7995464,-92.39269929,29.10679014,0,0.311159998,0,0,1.079779983,0,0.564710021,0
485,7995464,-90.19233769,29.10639421,0,0,0,0,0,0,0,0
486,7995464,-90.19233769,29.10639421,0,0,0,0,0,0,0,0
487,7995464,-90.19151667,29.10543333,0,0,0,0,0,0,0,0
488,7995464,-92.94322971,29.10536981,0,0,0,0,0.888779998,0,0.229509994,0
489,7995464,-92.56487921,29.10480402,0,0,0,0,1.095399976,0,0.338400006,0.227369994
490,7995464,-89.94463333,29.10425,0,1.183859944,1.063639998,0,0,0,1.300099969,0.580910027
491,7995464,-93.16867336,29.10391804,0,0,0,0,0.280319989,0,0.200120002,0
492,7995464,-89.92023415,29.10333313,0,1.183859944,1.063639998,0,0,0,1.300099969,0.580910027
493,7995464,-92.70515278,29.10332064,0,0,0,0,0.914820015,0,0.256900012,0.25207001
494,7995464,-90.17683362,29.10161296,0,0,0,0,0,0,0,0
495,7995464,-90.17683362,29.10161296,0,0,0,0,0,0,0,0
496,7995464,-89.59131087,29.10086662,0,0,0,0,0,0,0,1.884660006
497,7995464,-92.47980896,29.1006132,0,0.287149996,0,0,0.992560029,0,0.631560028,0
498,7995464,-90.11857444,29.10045787,0,0,0,0,0,0,1.108729959,0.635469973
499,7995464,-92.71170504,29.09731101,0,0,0,0,0.891730011,0,0.234259993,0.225380003
500,7995464,-92.90800837,29.09386751,0,0,0,0,0.754299998,0,0.275409997,0.306899995
501,7995464,-90.1957,29.0929,0,0,0,0,0,0,0,0
502,7995464,-91.51251328,29.09276758,0,0,0,0,5.739140034,0,4.669620037,0
503,7995464,-92.28531667,29.09221667,0,0.301189989,0,0,1.043900013,0,0.520349979,1.504130006
504,7995464,-92.58139584,29.09200954,0,0,0,0,1.095399976,0,0.338400006,0.227369994
505,7995464,-90.02285096,29.09169814,0,1.060449958,0,0,0,0,0.864449978,0.677110016
506,7995464,-90.66836002,29.09115011,0,0,0,0,0,0,0,0
507,7995464,-90.19545806,29.09106186,0,0,0,0,0,0,0,0
508,7995464,-89.37815,29.09103333,0,0,0,0,0,0,0,0
509,7995464,-91.92978333,29.08966667,0,0.402029991,0,0,1.200440049,0,0.617160022,0
510,7995464,-93.16872732,29.0891918,0,0,0,0,0.280319989,0,0.200120002,0
511,7995464,-90.21085,29.08778333,0,0,0,0,0,0,0,0
512,7995464,-93.85284452,29.08745762,0,0,0,0,0.140949994,0.136549994,0.175940007,0
513,7995464,-90.26756667,29.08728333,0,0,0,0,0,0,0,0
514,7995464,-93.1630974,29.08697044,0,0,0,0,0.32337001,0,0.192819998,0
515,7995464,-90.26451667,29.08655,0,0,0,0,0,0,0,0
516,7995464,-90.21772213,29.08639053,0,0,0,0,0,0,0,0
517,7995464,-92.71486667,29.08545,0,0,0,0,0.891730011,0,0.234259993,0.225380003
518,7995464,-90.25785,29.08485,0,0,0,0,0,0,0,0
519,7995464,-92.83120655,29.08371406,0,0,0,0,0.772080004,0,0.233850002,0.242829993
520,7995464,-93.85275752,29.08350514,0,0,0,0,0.140949994,0.136549994,0.175940007,0
521,7995464,-93.85233533,29.0835004,0,0,0,0,0.140949994,0.136549994,0.175940007,0
522,7995464,-90.2483,29.08293333,0,0,0,0,0,0,1.085199952,0
523,7995464,-90.25031689,29.08217504,0,0,0,0,0,0,1.008399963,0
524,7995464,-89.79619257,29.08176576,0,0,0.858550012,0,0,0,2.122679949,0.648339987
525,7995464,-89.79976873,29.08164614,0,0,0.858550012,0,0,0,2.122679949,0.648339987
526,7995464,-90.22922151,29.08142449,0,0,0,0,0,0,1.085199952,0
527,7995464,-90.22922151,29.08142449,0,0,0,0,0,0,1.085199952,0
528,7995464,-93.4094949,29.08097867,0,0,0,0,0,0,0.114710003,0
529,7995464,-89.80612264,29.08008925,0,0,0.858550012,0,0,0,2.122679949,0.648339987
530,7995464,-92.82719114,29.07960994,0,0,0,0,1.157439947,0,0.265980005,0.371520013
531,7995464,-92.28904333,29.07860538,0,0.295150012,0,0,0.891229987,0,0.381469995,0.635169983
532,7995464,-90.25911701,29.07621233,0,0,0,0,0,0,1.008399963,0
533,7995464,-90.25198402,29.07620505,0,0,0,0,0,0,1.008399963,0
534,7995464,-90.1934267,29.07586384,0,0,0,0,0,0,1.102699995,0.439069986
535,7995464,-90.24096772,29.0755521,0,0,0,0,0,0,1.085199952,0
536,7995464,-89.7137,29.07546667,0,0,0.659600019,0,0,0,0,0.582180023
537,7995464,-92.4936745,29.07535965,0,0,0,0,0.875689983,0,0.328689992,0.158869997
538,7995464,-90.22723333,29.07488333,0,0,0,0,0,0,1.085199952,0
539,7995464,-90.22161667,29.07411667,0,0,0,0,0,0,1.085199952,0
540,7995464,-92.59354171,29.0731908,0,0,0,0,0.937099993,0,0.225119993,0
541,7995464,-91.38692878,29.07296909,0,0,0,0,6.400000095,0,1.173499942,0
542,7995464,-91.23227046,29.07228492,0,0.453110009,0,0,1.227880001,0,0.770309985,1.51936996
543,7995464,-90.63953581,29.07151643,0,0,0,0,0,0,0,0
544,7995464,-90.2331592,29.07113506,0,0,0,0,0,0,1.085199952,0
545,7995464,-91.52322778,29.06851111,0,0,0,0,6.400000095,0,1.044039965,0
546,7995464,-90.25948771,29.06741112,0,0,0,0,0,0,1.008399963,0
547,7995464,-91.06891667,29.06698333,0,0,0,0,1.541669965,0,0.760399997,0
548,7995464,-91.74966667,29.06675,0,0.509639978,0,0,1.898229957,0,0.721279979,0
549,7995464,-90.27973783,29.06673107,0,0,0,0,0,0,1.008399963,0
550,7995464,-91.92062634,29.06627426,0,0.360729992,0,0,1.547369957,0,0.390579998,0
551,7995464,-90.26671841,29.06618682,0,0,0,0,0,0,1.008399963,0
552,7995464,-91.92159036,29.06618021,0,0.360729992,0,0,1.547369957,0,0.390579998,0
553,7995464,-90.53119477,29.06562601,0,0,0,0,0,0,0,0
554,7995464,-90.56205319,29.06474569,0,0,0,0,0,0,0,0
555,7995464,-94.10883333,29.06468333,0,0,0,0,0.184599996,0.120820001,0.12579,0
556,7995464,-90.53048333,29.06395,0,0,0,0,0,0,0,0
557,7995464,-91.95401667,29.0634,0,0.360729992,0,0,1.547369957,0,0.390579998,0
558,7995464,-90.6181885,29.06297563,0,0,0,0,0,0,0,0
559,7995464,-90.32031667,29.06218333,0,0,0,0,0,0,0,0
560,7995464,-91.38955,29.0617,0,0,0,0,6.400000095,0,1.173499942,0
561,7995464,-92.95519481,29.0607759,0,0,0,0,0.606320024,0,0.215670004,0
562,7995464,-92.38608333,29.05913333,0,0.257200003,0,0,0.822899997,0,0.598349988,0.217999995
563,7995464,-88.96011667,29.05845,0,0,1.466599941,0,0,0,0,0
564,7995464,-88.71645,29.05833333,0,0.259730011,0,0,0,0,1.308529973,0
565,7995464,-92.29117562,29.05727241,0,0.295150012,0,0,0.891229987,0,0.381469995,0.635169983
566,7995464,-91.92911731,29.05706416,0,0.360729992,0,0,1.547369957,0,0.390579998,0
567,7995464,-88.93054279,29.05644055,0,0,0,0,0,0,3.204400063,0
568,7995464,-88.93054279,29.05644055,0,0,0,0,0,0,3.204400063,0
569,7995464,-90.29042839,29.05606146,0,0,0,0,0,0,1.008399963,0
570,7995464,-92.81318013,29.05580677,0,0,0,0,1.157439947,0,0.265980005,0.371520013
571,7995464,-90.28452601,29.05534872,0,0,0,0,0,0,1.008399963,0
572,7995464,-90.66772437,29.0552385,0,0,0,0,0,0,0,0
573,7995464,-90.54967109,29.05428124,0,0,0,0,0,0,0,0
574,7995464,-89.4179,29.05405,0,0,0,0,0,0,0,0
575,7995464,-90.55207509,29.05391537,0,0,0,0,0,0,0,0
576,7995464,-92.98376079,29.05291601,0,0,0,0,0.527899981,0,0.202130005,0
577,7995464,-92.34009016,29.0528623,0,0.242039993,0,0,0.854349971,0,0.649600029,0.428449988
578,7995464,-90.28081124,29.05262635,0,0,0,0,0,0,1.008399963,0
579,7995464,-90.28081124,29.05262635,0,0,0,0,0,0,1.008399963,0
580,7995464,-93.17177325,29.05259604,0,0,0,0,0.278780013,0,0.219870001,0
581,7995464,-90.70992069,29.05230457,0,0,0,0,0,0,0,0
582,7995464,-92.62335567,29.05108305,0,0,0,0,0.937099993,0,0.225119993,0
583,7995464,-92.29738665,29.05085785,0,0.230379999,0,0,0.851800025,0,0.360689998,0.57190001
584,7995464,-90.3311,29.05065,0,0,0,0,0,0,0,0
585,7995464,-90.69983333,29.05028333,0,0,0,0,0,0,0,0
586,7995464,-92.81854879,29.05023374,0,0,0,0,1.157439947,0,0.265980005,0.371520013
587,7995464,-90.70902528,29.04964519,0,0,0,0,0,0,0,0
588,7995464,-90.33184702,29.04934509,0,0,0,0,0,0,0,0
589,7995464,-92.38133333,29.04913333,0,0.257200003,0,0,0.822899997,0,0.598349988,0.217999995
590,7995464,-92.50385899,29.04848788,0,0,0,0,0.875689983,0,0.328689992,0.158869997
591,7995464,-91.24069291,29.04822496,0,0.453110009,0,0,1.227880001,0,0.770309985,1.51936996
592,7995464,-90.26054207,29.04793414,0,0,0,0,0,0,1.008399963,0
593,7995464,-92.72158333,29.04771667,0,0,0,0,0.745060027,0,0.220870003,0.245700002
594,7995464,-90.1910088,29.04730739,0,0,0,0,0,0,1.102699995,0.439069986
595,7995464,-91.97172814,29.04686988,0,0.280809999,0,0,2.006230116,0,0.355260015,0
596,7995464,-90.3838,29.04645,0,0,0,0,0,0,0,0.447400004
597,7995464,-90.67258753,29.04607693,0,0,0,0,0,0,0,0
598,7995464,-92.29938932,29.04601281,0,0.230379999,0,0,0.851800025,0,0.360689998,0.57190001
599,7995464,-90.30227147,29.04587472,0,0,0,0,0,0,0,0
600,7995464,-90.31622692,29.04569687,0,0,0,0,0,0,0,0
601,7995464,-91.9619538,29.04545974,0,0.280809999,0,0,2.006230116,0,0.355260015,0
602,7995464,-90.65610436,29.04490579,0,0,0,0,0,0,0,0
603,7995464,-94.11118415,29.0447379,0,0,0,0,0.184599996,0.120820001,0.12579,0
604,7995464,-90.49982721,29.04416706,0,0,0,0,0,0,0,0
605,7995464,-91.75975,29.0441,0,0.359160006,0,0,1.53895998,0,0.513800025,0
606,7995464,-90.70409145,29.04358965,0,0,0,0,0,0,0,0
607,7995464,-90.75309325,29.0429718,0,1.231400013,0,0,0,0,0,0
608,7995464,-88.94821111,29.04214444,0,0,0,0,0,0,3.204400063,0
609,7995464,-90.01857048,29.04210158,0,0,0,0,0,0,0.804830015,0.493600011
610,7995464,-92.352,29.04195,0,0.242039993,0,0,0.854349971,0,0.649600029,0.428449988
611,7995464,-91.98843988,29.04178627,0,0.280809999,0,0,2.006230116,0,0.355260015,0
612,7995464,-92.50718891,29.04095267,0,0.244599998,0,0,0.739759982,0,0.268700004,0.173769996
613,7995464,-91.92273783,29.04045663,0,0.395110011,0,0,1.25,0,0.347039998,0.199039996
614,7995464,-90.87391309,29.04042116,0,0.61619997,0,0,0,0,0.702400029,0
615,7995464,-93.16693214,29.0401356,0,0,0,0,0.397799999,0,0.186100006,0
616,7995464,-90.54828127,29.03995194,0,0,0,0,0,0,0,0
617,7995464,-90.70234562,29.03946392,0,0.59375,0,0,0,0,0,0
618,7995464,-90.69346315,29.0390022,0,0.59375,0,0,0,0,0,0
619,7995464,-92.33838333,29.03886667,0,0.219970003,0,0,0.655799985,0,0.628279984,0.306199998
620,7995464,-90.7706,29.03813333,0,0.543380022,0,0,0,0,0.635200024,0
621,7995464,-90.54352065,29.03653079,0,0,0,0,0,0,0,0
622,7995464,-90.86973333,29.03606667,0,0.61619997,0,0,0,0,0.702400029,0
623,7995464,-90.54343731,29.03448079,0,0,0,0,0,0,0,0
624,7995464,-92.51371648,29.03440233,0,0.244599998,0,0,0.739759982,0,0.268700004,0.173769996
625,7995464,-90.18279337,29.03413051,0,0,0,0,0,0,0.749759972,0.299890012
626,7995464,-90.3364,29.03401667,0,0,0,0,0,0,0,0.31268999
627,7995464,-90.6654952,29.03235534,0,0,0,0,0,0,0,0
628,7995464,-92.50999232,29.03210455,0,0.244599998,0,0,0.739759982,0,0.268700004,0.173769996
629,7995464,-92.94458333,29.03201667,0,0,0,0,0.458779991,0,0.219339997,0.259799987
630,7995464,-92.96631285,29.03178846,0,0,0,0,0.436760008,0,0.204319999,0.231000006
631,7995464,-90.85876667,29.03175,0,0.61619997,0,0,0,0,0.702400029,0
632,7995464,-92.64644813,29.03162392,0,0,0,0,0.625199974,0,0.195920005,0.223800004
633,7995464,-89.98663333,29.03093333,0,0,0,0,0,0,0.7755,0.539470017
634,7995464,-91.08704141,29.02951571,0,0,0,0,0.993499994,0,0,0
635,7995464,-93.02286758,29.02926477,0,0,0,0,0.428380013,0,0.192149997,0
636,7995464,-89.02567408,29.02923606,0,0,1.492900014,0,0,0,0,0
637,7995464,-90.32014405,29.02888068,0,0,0,0,0,0,0.449200004,0.228520006
638,7995464,-92.00444002,29.0288767,0,0.363709986,0,0,0.957639992,0,0.331400007,0.138630003
639,7995464,-90.37224339,29.02873341,0,0,0,0,0,0,0,0.31268999
640,7995464,-90.31413344,29.02802086,0,0,0,0,0,0,0.449200004,0.228520006
641,7995464,-93.65221289,29.02786775,0,0,0,0,0,0.141249999,0.126670003,0
642,7995464,-91.99927568,29.02775519,0,0.381300002,0,0,1.325299978,0,0.335000008,0.169880003
643,7995464,-90.43473211,29.02701691,0,0,0,0,0,0,0,0.291040003
644,7995464,-90.35677503,29.02609909,0,0,0,0,0,0,0,0.31268999
645,7995464,-91.92253611,29.02571747,0,0.395110011,0,0,1.25,0,0.347039998,0.199039996
