Rowid,AS_LOCATIONS2011,X,Y,A2011175_chloro,A2011176_chloro,A2011177_chloro,A2011178_chloro,A2011179_chloro,A2011180_chloro,A2011181_chloro,A2011182_chloro
317,1985192381,-92.33606407,29.25287024,0,7.477340221,0,0,0,0,79.95651245,9.885609627
318,1985192381,-92.40331679,29.25237609,0,5.727359772,0,0,29.74061966,0,22.79958916,8.996239662
319,1985192381,-91.63288699,29.25186509,0,0,0,0,0,0,0,25.83061028
320,1985192381,-89.81535,29.25061667,0,41.74425125,0,0,0,0,0,13.94536972
321,1985192381,-92.90913273,29.24986386,0,0,0,0,11.48058987,0,3.235990047,3.374340057
322,1985192381,-89.65518189,29.24939492,0,13.78252983,0,0,0,0,0,18.97805977
323,1985192381,-91.46925,29.24831667,0,0,0,0,0,0,0,0
324,1985192381,-92.44724098,29.24743314,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836
325,1985192381,-89.60507743,29.24432342,0,0,0,0,0,0,0,0
326,1985192381,-93.64693643,29.24330228,0,0,0,0,5.73473978,4.940040112,5.615550041,0
327,1985192381,-93.40711667,29.2429,0,0,0,0,7.030069828,3.363869905,1.971179962,4.624330044
328,1985192381,-91.63130832,29.24235122,0,0,0,0,0,0,66.49289703,25.21834946
329,1985192381,-89.70532323,29.2420839,0,18.14192963,0,0,0,0,0,21.3752594
330,1985192381,-93.85155,29.24093333,0,0,0,0,5.63616991,4.389560223,3.528470039,0
331,1985192381,-91.62725,29.24093333,0,0,0,0,0,0,66.49289703,25.21834946
332,1985192381,-92.24672149,29.23760987,0,6.683370113,0,0,0,0,0,52.17086029
333,1985192381,-92.33789242,29.23697327,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978
334,1985192381,-92.33789242,29.23697327,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978
335,1985192381,-92.40384898,29.23663304,0,6.038630009,0,0,39.3787384,0,14.49847984,8.824419975
336,1985192381,-91.4843,29.23496667,0,0,0,0,0,0,0,0
337,1985192381,-92.39772569,29.23488353,0,6.038630009,0,0,39.3787384,0,14.49847984,8.824419975
338,1985192381,-89.5449,29.23473333,0,0,0,0,0,0,0,0
339,1985192381,-91.3262,29.23385,0,0,0,0,0,0,0,0
340,1985192381,-92.68993402,29.23271636,0,0,0,0,13.52087975,0,4.628819942,2.293730021
341,1985192381,-89.64001667,29.23225,0,13.78252983,0,0,0,0,0,18.97805977
342,1985192381,-92.26445764,29.23172793,0,7.759930134,0,0,0,0,84.37077332,23.78126907
343,1985192381,-89.57075,29.2315,0,0,0,0,0,0,0,0
344,1985192381,-92.25148165,29.23080107,0,7.759930134,0,0,0,0,84.37077332,23.78126907
345,1985192381,-92.89829689,29.23001041,0,0,0,0,11.48058987,0,3.235990047,3.374340057
346,1985192381,-91.84831667,29.22893333,0,0,0,0,39.24359131,0,10.04232025,0
347,1985192381,-93.85136667,29.22841667,0,0,0,0,5.63616991,4.389560223,3.528470039,0
348,1985192381,-91.89029743,29.22801271,0,0,0,0,23.38286972,0,9.159250259,0
349,1985192381,-89.67640887,29.2264618,0,18.14192963,0,0,0,0,0,21.3752594
350,1985192381,-88.82545,29.22633333,0,0,9.250780106,0,0,0,0,0
351,1985192381,-92.69213402,29.22618302,0,0,0,0,13.52087975,0,4.628819942,2.293730021
352,1985192381,-92.89351766,29.22595924,0,0,0,0,11.48058987,0,3.235990047,3.374340057
353,1985192381,-92.4405,29.22556667,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836
354,1985192381,-92.26283022,29.22484911,0,7.759930134,0,0,0,0,84.37077332,23.78126907
355,1985192381,-91.53092895,29.22459464,0,0,0,0,0,0,0,0
356,1985192381,-89.79378333,29.22453333,0,31.69768906,20.48908997,0,0,0,24.45973969,12.10531998
357,1985192381,-89.6762389,29.22339778,0,18.14192963,0,0,0,0,0,21.3752594
358,1985192381,-94.10585,29.22181667,0,0,0,0,0,3.085050106,3.005660057,0
359,1985192381,-89.70936311,29.22158443,0,17.74772072,36.1382103,0,0,0,0,21.58256912
360,1985192381,-92.44532596,29.22114153,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836
361,1985192381,-92.3487841,29.22090022,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978
362,1985192381,-92.3487841,29.22090022,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978
363,1985192381,-92.4205687,29.21776239,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836
364,1985192381,-92.25649496,29.2175917,0,7.759930134,0,0,0,0,84.37077332,23.78126907
365,1985192381,-92.8930533,29.21710015,0,0,0,0,11.48058987,0,3.235990047,3.374340057
366,1985192381,-94.10634094,29.21618812,0,0,0,0,0,3.085050106,3.005660057,0
367,1985192381,-92.8914033,29.21300015,0,0,0,0,11.48058987,0,3.235990047,3.374340057
368,1985192381,-93.64702475,29.21246193,0,0,0,0,5.73473978,4.940040112,5.615550041,0
369,1985192381,-89.56583157,29.21192445,0,0,0,0,0,0,0,0
370,1985192381,-92.45773957,29.20940867,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836
371,1985192381,-91.19988333,29.20886667,0,0,0,0,0,0,0,0
372,1985192381,-92.42605029,29.20812038,0,5.577849865,0,0,21.41152954,0,15.73486042,9.950639725
373,1985192381,-92.89236615,29.20649615,0,0,0,0,13.10548019,0,3.705950022,3.177350044
374,1985192381,-89.5875561,29.20531263,0,13.25487041,0,0,0,0,20.92020988,31.50189018
375,1985192381,-91.19061667,29.20263333,0,0,0,0,0,0,0,0
376,1985192381,-89.54903333,29.2026,0,0,0,0,0,0,0,46.73086166
377,1985192381,-88.77954981,29.20088476,0,0,15.24757957,0,0,0,17.84424019,0
378,1985192381,-92.26263689,29.20038552,0,6.788829803,0,0,16.71118927,0,28.31312943,51.81713867
379,1985192381,-91.61968172,29.20029707,0,0,0,0,0,0,0,25.66752052
380,1985192381,-93.6463,29.19773333,0,0,0,0,7.337779999,2.407999992,3.385540009,0
381,1985192381,-90.0621,29.19758333,0,0,0,0,0,0,0,0
382,1985192381,-92.93944676,29.19331091,0,0,0,0,13.15264034,0,3.432019949,0
383,1985192381,-89.82486448,29.19047308,0,90.43580627,36.14599991,0,0,0,0,15.11168003
384,1985192381,-91.6866347,29.19030437,0,0,0,0,0,0,14.09628963,0
385,1985192381,-91.5016,29.19016667,0,0,0,0,0,0,54.2206192,40.31510162
386,1985192381,-91.89329418,29.19004047,0,7.240399837,0,0,21.67108917,0,8.773590088,0
387,1985192381,-92.44615,29.18936667,0,5.577849865,0,0,21.41152954,0,15.73486042,9.950639725
388,1985192381,-91.88421205,29.18833936,0,7.240399837,0,0,21.67108917,0,8.773590088,0
389,1985192381,-92.25959086,29.18800484,0,6.788829803,0,0,16.71118927,0,28.31312943,51.81713867
390,1985192381,-89.64000054,29.18747266,0,15.8021698,16.12755966,0,0,0,17.91267014,21.08188057
391,1985192381,-91.1044719,29.18714066,0,0,0,0,0,0,0,0
392,1985192381,-92.88119327,29.1869242,0,0,0,0,13.10548019,0,3.705950022,3.177350044
393,1985192381,-92.87846667,29.18425,0,0,0,0,13.10548019,0,3.705950022,3.177350044
394,1985192381,-93.64673333,29.18416667,0,0,0,0,7.337779999,2.407999992,3.385540009,0
395,1985192381,-90.04951374,29.18323901,0,0,0,0,0,0,0,0
396,1985192381,-92.32841878,29.18294136,0,6.670710087,0,0,26.48059082,0,20.87832069,22.58511925
397,1985192381,-92.94040121,29.17996786,0,0,0,0,13.15264034,0,3.432019949,0
398,1985192381,-92.49416667,29.17771667,0,4.875740051,0,0,22.14438057,0,14.44180965,7.203100204
399,1985192381,-91.34805,29.1776,0,0,0,0,0,0,86.73529053,0
400,1985192381,-93.404,29.17431667,0,0,0,0,4.599599838,0,1.413429976,1.486879945
401,1985192381,-89.87440468,29.17184226,0,0,18.59316063,0,0,0,43.29621887,11.22758961
402,1985192381,-92.26285448,29.1717009,0,6.788829803,0,0,16.71118927,0,28.31312943,51.81713867
403,1985192381,-92.31916018,29.17093061,0,6.670710087,0,0,26.48059082,0,20.87832069,22.58511925
404,1985192381,-90.06468333,29.17035,0,0,0,0,0,0,0,0
405,1985192381,-93.84986667,29.17028333,0,0,0,0,5.893430233,4.165709972,4.152999878,0
406,1985192381,-90.05293486,29.17015012,0,0,0,0,0,0,0,0
407,1985192381,-92.45466667,29.16955,0,5.577849865,0,0,21.41152954,0,15.73486042,9.950639725
408,1985192381,-92.26216667,29.16941667,0,6.788829803,0,0,16.71118927,0,28.31312943,51.81713867
409,1985192381,-92.4069,29.1684,0,6.245530128,0,0,26.2730999,0,16.9258709,12.11320019
410,1985192381,-89.56922345,29.16813527,0,0,0,0,0,0,0,46.73086166
411,1985192381,-90.04426718,29.16804854,0,0,0,0,0,0,0,0
412,1985192381,-90.04426718,29.16804854,0,0,0,0,0,0,0,0
413,1985192381,-92.50476667,29.16711667,0,5.560269833,0,0,19.49110985,0,12.44102955,3.731659889
414,1985192381,-91.05358333,29.16686667,0,0,0,0,0,0,0,0
415,1985192381,-90.0767,29.16426667,0,0,0,0,0,0,0,11.72171974
416,1985192381,-90.08183333,29.16341667,0,0,0,0,0,0,0,11.72171974
417,1985192381,-90.044987,29.16332894,0,0,0,0,0,0,0,11.72171974
418,1985192381,-90.04365,29.1618,0,0,0,0,0,0,0,11.72171974
419,1985192381,-90.0449492,29.16145233,0,0,0,0,0,0,0,11.72171974
420,1985192381,-90.03797336,29.15947533,0,14.15616989,0,0,0,0,0,11.61938
421,1985192381,-92.29865,29.15848333,0,5.053100109,0,0,16.55764008,0,16.21409988,18.61759949
422,1985192381,-90.05849988,29.15782609,0,0,0,0,0,0,0,11.72171974
423,1985192381,-90.05849988,29.15782609,0,0,0,0,0,0,0,11.72171974
424,1985192381,-89.6911,29.15756667,0,0,16.89269066,0,0,0,17.41840935,19.65712929
425,1985192381,-91.05891386,29.15603092,0,16.43581009,0,0,0,0,0,0
426,1985192381,-92.86622763,29.15599743,0,0,0,0,12.6840601,0,4.069819927,3.12947011
427,1985192381,-92.86663458,29.15586577,0,0,0,0,12.6840601,0,4.069819927,3.12947011
428,1985192381,-94.10685,29.1553,0,0,0,0,0,2.886790037,2.051490068,0
429,1985192381,-92.69789356,29.15520927,0,0,0,0,14.15108967,0,5.197080135,5.793879986
430,1985192381,-90.09803333,29.15486667,0,0,0,0,0,0,0,0
431,1985192381,-91.35291218,29.15451577,0,0,0,0,0,0,69.74224091,0
432,1985192381,-93.15829048,29.15345924,0,0,0,0,6.536459923,0,2.643919945,0
433,1985192381,-91.53219237,29.15286476,0,7.148970127,0,0,89.23297882,0,92.681633,26.41699982
434,1985192381,-91.10522546,29.15080134,0,11.84918022,0,0,0,0,0,0
435,1985192381,-92.69806667,29.15045,0,0,0,0,14.15108967,0,5.197080135,5.793879986
436,1985192381,-91.52205029,29.15032924,0,7.148970127,0,0,89.23297882,0,92.681633,26.41699982
437,1985192381,-91.69105266,29.15022415,0,5.570700169,0,0,38.00799179,0,14.20164013,0
438,1985192381,-88.68044352,29.14925058,0,0,14.40194035,20.61647987,0,0,12.65155029,0
439,1985192381,-91.55935,29.14918333,0,6.458399773,0,0,0,0,0,0
440,1985192381,-90.09795,29.14876667,0,0,0,0,0,0,0,0
441,1985192381,-91.69973333,29.14851667,0,5.570700169,0,0,38.00799179,0,14.20164013,0
442,1985192381,-89.6943,29.14733333,0,0,16.89269066,0,0,0,17.41840935,19.65712929
443,1985192381,-92.46893725,29.14626496,0,5.012199879,0,0,16.37553024,0,10.79629993,4.581890106
444,1985192381,-92.95128579,29.14418787,0,0,0,0,22.09886932,0,3.775449991,0
445,1985192381,-90.1073,29.14213333,0,0,0,0,0,0,0,0
446,1985192381,-90.11743333,29.14175,0,0,0,0,0,0,0,0
447,1985192381,-90.40660556,29.14076111,0,0,0,0,0,0,0,0
448,1985192381,-91.52366667,29.13955,0,7.148970127,0,0,89.23297882,0,92.681633,26.41699982
449,1985192381,-91.50495763,29.13755191,0,7.148970127,0,0,89.23297882,0,92.681633,26.41699982
450,1985192381,-91.21846667,29.1375,0,0,0,0,0,0,17.10404968,0
451,1985192381,-92.27312951,29.1363699,0,5.053100109,0,0,16.55764008,0,16.21409988,18.61759949
452,1985192381,-92.85236247,29.13448665,0,0,0,0,12.6840601,0,4.069819927,3.12947011
453,1985192381,-91.72563581,29.12988798,0,5.674469948,0,0,22.57176971,0,12.70108986,0
454,1985192381,-92.40121667,29.12875,0,5.317520142,0,0,15.51595974,0,13.27248001,0
455,1985192381,-92.84969876,29.12746756,0,0,0,0,12.6840601,0,4.069819927,3.12947011
456,1985192381,-91.90929672,29.12708907,0,5.975080013,0,0,17.65765953,0,8.068639755,0
457,1985192381,-92.85306263,29.12637925,0,0,0,0,12.6840601,0,4.069819927,3.12947011
458,1985192381,-88.63297316,29.12475273,0,0,0,19.64314079,0,0,0,0
459,1985192381,-90.11601667,29.12258333,0,0,0,0,0,0,16.06579018,9.718930244
460,1985192381,-92.85077705,29.12120841,0,0,0,0,11.40032005,0,3.997050047,4.532710075
461,1985192381,-89.58481667,29.12028333,0,0,0,0,0,0,0,23.9915905
462,1985192381,-90.10571667,29.11955,0,0,0,0,0,0,16.06579018,9.718930244
463,1985192381,-89.90855,29.11918333,0,16.92340088,15.48727989,0,0,0,18.39789963,8.858309746
464,1985192381,-93.64805,29.11863333,0,0,0,0,1.468410015,1.265079975,2.401900053,0
465,1985192381,-91.36550403,29.11859263,0,0,0,0,0,0,19.46260071,0
466,1985192381,-88.65691975,29.11816503,0,0,0,19.64314079,0,0,0,0
467,1985192381,-90.02998816,29.11809013,0,15.43906021,0,0,0,0,12.92265034,10.32116032
468,1985192381,-92.84441148,29.11751393,0,0,0,0,11.40032005,0,3.997050047,4.532710075
469,1985192381,-90.17691667,29.11685,0,0,0,0,0,0,0,0
470,1985192381,-92.91556037,29.11452165,0,0,0,0,11.40032005,0,3.997050047,4.532710075
471,1985192381,-93.40483333,29.11448333,0,0,0,0,0,0,1.103360057,0
472,1985192381,-91.53765162,29.11421877,0,0,0,0,60.75569153,0,55.13578033,0
473,1985192381,-92.84313858,29.1142135,0,0,0,0,11.40032005,0,3.997050047,4.532710075
474,1985192381,-91.53502668,29.11326425,0,0,0,0,60.75569153,0,55.13578033,0
475,1985192381,-92.55585562,29.11276325,0,0,0,0,15.8971796,0,5.062349796,3.136719942
476,1985192381,-91.37498296,29.11252564,0,0,0,0,0,0,19.46260071,0
477,1985192381,-92.28115,29.11185,0,4.441579819,0,0,15.26284027,0,7.957270145,20.66624069
478,1985192381,-91.91708716,29.11013078,0,6.1145401,0,0,17.20527077,0,9.403189659,0
479,1985192381,-89.81105,29.10958333,0,0,15.0490799,0,0,0,62.6836586,10.59206009
480,1985192381,-92.47871667,29.10943333,0,4.194660187,0,0,14.60636044,0,9.657039642,0
481,1985192381,-91.92313333,29.10923333,0,6.1145401,0,0,17.20527077,0,9.403189659,0
482,1985192381,-92.84007537,29.10759424,0,0,0,0,11.40032005,0,3.997050047,4.532710075
483,1985192381,-91.37163333,29.1075,0,0,0,0,0,0,19.46260071,0
484,1985192381,-92.39269929,29.10679014,0,4.608409882,0,0,15.70530987,0,8.663069725,0
485,1985192381,-90.19233769,29.10639421,0,0,0,0,0,0,0,0
486,1985192381,-90.19233769,29.10639421,0,0,0,0,0,0,0,0
487,1985192381,-90.19151667,29.10543333,0,0,0,0,0,0,0,0
488,1985192381,-92.94322971,29.10536981,0,0,0,0,13.17566013,0,3.196249962,0
489,1985192381,-92.56487921,29.10480402,0,0,0,0,15.8971796,0,5.062349796,3.136719942
490,1985192381,-89.94463333,29.10425,0,16.92340088,15.48727989,0,0,0,18.39789963,8.858309746
491,1985192381,-93.16867336,29.10391804,0,0,0,0,4.083209991,0,2.675770044,0
492,1985192381,-89.92023415,29.10333313,0,16.92340088,15.48727989,0,0,0,18.39789963,8.858309746
493,1985192381,-92.70515278,29.10332064,0,0,0,0,13.57647038,0,3.67366004,3.588809967
494,1985192381,-90.17683362,29.10161296,0,0,0,0,0,0,0,0
495,1985192381,-90.17683362,29.10161296,0,0,0,0,0,0,0,0
496,1985192381,-89.59131087,29.10086662,0,0,0,0,0,0,0,23.9915905
497,1985192381,-92.47980896,29.1006132,0,4.194660187,0,0,14.60636044,0,9.657039642,0
498,1985192381,-90.11857444,29.10045787,0,0,0,0,0,0,16.06579018,9.718930244
499,1985192381,-92.71170504,29.09731101,0,0,0,0,13.23898029,0,3.279710054,3.122780085
500,1985192381,-92.90800837,29.09386751,0,0,0,0,11.40032005,0,3.997050047,4.532710075
501,1985192381,-90.1957,29.0929,0,0,0,0,0,0,0,0
502,1985192381,-91.51251328,29.09276758,0,0,0,0,60.75569153,0,55.13578033,0
503,1985192381,-92.28531667,29.09221667,0,4.441579819,0,0,15.26284027,0,7.957270145,20.66624069
504,1985192381,-92.58139584,29.09200954,0,0,0,0,15.8971796,0,5.062349796,3.136719942
505,1985192381,-90.02285096,29.09169814,0,15.43906021,0,0,0,0,12.92265034,10.32116032
506,1985192381,-90.66836002,29.09115011,0,0,0,0,0,0,0,0
507,1985192381,-90.19545806,29.09106186,0,0,0,0,0,0,0,0
508,1985192381,-89.37815,29.09103333,0,0,0,0,0,0,0,0
509,1985192381,-91.92978333,29.08966667,0,6.1145401,0,0,17.20527077,0,9.403189659,0
510,1985192381,-93.16872732,29.0891918,0,0,0,0,4.083209991,0,2.675770044,0
511,1985192381,-90.21085,29.08778333,0,0,0,0,0,0,0,0
512,1985192381,-93.85284452,29.08745762,0,0,0,0,1.622799993,1.544980049,2.244560003,0
513,1985192381,-90.26756667,29.08728333,0,0,0,0,0,0,0,0
514,1985192381,-93.1630974,29.08697044,0,0,0,0,4.810510159,0,2.545269966,0
515,1985192381,-90.26451667,29.08655,0,0,0,0,0,0,0,0
516,1985192381,-90.21772213,29.08639053,0,0,0,0,0,0,0,0
517,1985192381,-92.71486667,29.08545,0,0,0,0,13.23898029,0,3.279710054,3.122780085
518,1985192381,-90.25785,29.08485,0,0,0,0,0,0,0,0
519,1985192381,-92.83120655,29.08371406,0,0,0,0,11.65342999,0,3.271569967,3.430560112
520,1985192381,-93.85275752,29.08350514,0,0,0,0,1.622799993,1.544980049,2.244560003,0
521,1985192381,-93.85233533,29.0835004,0,0,0,0,1.622799993,1.544980049,2.244560003,0
522,1985192381,-90.2483,29.08293333,0,0,0,0,0,0,15.79249001,0
523,1985192381,-90.25031689,29.08217504,0,0,0,0,0,0,14.81760025,0
524,1985192381,-89.79619257,29.08176576,0,0,12.66302013,0,0,0,27.24193954,9.887900352
525,1985192381,-89.79976873,29.08164614,0,0,12.66302013,0,0,0,27.24193954,9.887900352
526,1985192381,-90.22922151,29.08142449,0,0,0,0,0,0,15.79249001,0
527,1985192381,-90.22922151,29.08142449,0,0,0,0,0,0,15.79249001,0
528,1985192381,-93.4094949,29.08097867,0,0,0,0,0,0,1.167930007,0
529,1985192381,-89.80612264,29.08008925,0,0,12.66302013,0,0,0,27.24193954,9.887900352
530,1985192381,-92.82719114,29.07960994,0,0,0,0,16.22513962,0,3.833790064,5.603750229
531,1985192381,-92.28904333,29.07860538,0,4.336540222,0,0,13.28719044,0,5.778789997,9.680310249
532,1985192381,-90.25911701,29.07621233,0,0,0,0,0,0,14.81760025,0
533,1985192381,-90.25198402,29.07620505,0,0,0,0,0,0,14.81760025,0
534,1985192381,-90.1934267,29.07586384,0,0,0,0,0,0,16.0105896,6.639259815
535,1985192381,-90.24096772,29.0755521,0,0,0,0,0,0,15.79249001,0
536,1985192381,-89.7137,29.07546667,0,0,9.701700211,0,0,0,0,8.88833046
537,1985192381,-92.4936745,29.07535965,0,0,0,0,13.03015041,0,4.890460014,1.939290047
538,1985192381,-90.22723333,29.07488333,0,0,0,0,0,0,15.79249001,0
539,1985192381,-90.22161667,29.07411667,0,0,0,0,0,0,15.79249001,0
540,1985192381,-92.59354171,29.0731908,0,0,0,0,13.83738995,0,3.11864996,0
541,1985192381,-91.38692878,29.07296909,0,0,0,0,75.16059875,0,16.87805939,0
542,1985192381,-91.23227046,29.07228492,0,6.940060139,0,0,17.54175949,0,11.63088989,20.90039063
543,1985192381,-90.63953581,29.07151643,0,0,0,0,0,0,0,0
544,1985192381,-90.2331592,29.07113506,0,0,0,0,0,0,15.79249001,0
545,1985192381,-91.52322778,29.06851111,0,0,0,0,87.50920105,0,15.25911999,0
546,1985192381,-90.25948771,29.06741112,0,0,0,0,0,0,14.81760025,0
547,1985192381,-91.06891667,29.06698333,0,0,0,0,21.08485985,0,11.49822044,0
548,1985192381,-91.74966667,29.06675,0,7.801350117,0,0,24.97647095,0,10.94674015,0
549,1985192381,-90.27973783,29.06673107,0,0,0,0,0,0,14.81760025,0
550,1985192381,-91.92062634,29.06627426,0,5.439529896,0,0,20.41008949,0,5.930560112,0
551,1985192381,-90.26671841,29.06618682,0,0,0,0,0,0,14.81760025,0
552,1985192381,-91.92159036,29.06618021,0,5.439529896,0,0,20.41008949,0,5.930560112,0
553,1985192381,-90.53119477,29.06562601,0,0,0,0,0,0,0,0
554,1985192381,-90.56205319,29.06474569,0,0,0,0,0,0,0,0
555,1985192381,-94.10883333,29.06468333,0,0,0,0,2.397900105,1.271790028,1.358080029,0
556,1985192381,-90.53048333,29.06395,0,0,0,0,0,0,0,0
557,1985192381,-91.95401667,29.0634,0,5.439529896,0,0,20.41008949,0,5.930560112,0
558,1985192381,-90.6181885,29.06297563,0,0,0,0,0,0,0,0
559,1985192381,-90.32031667,29.06218333,0,0,0,0,0,0,0,0
560,1985192381,-91.38955,29.0617,0,0,0,0,75.16059875,0,16.87805939,0
561,1985192381,-92.95519481,29.0607759,0,0,0,0,9.248439789,0,2.951740026,0
562,1985192381,-92.38608333,29.05913333,0,3.564389944,0,0,12.35709,0,9.142490387,2.96352005
563,1985192381,-88.96011667,29.05845,0,0,17.26309967,0,0,0,0,0
564,1985192381,-88.71645,29.05833333,0,3.592220068,0,0,0,0,18.50016975,0
565,1985192381,-92.29117562,29.05727241,0,4.336540222,0,0,13.28719044,0,5.778789997,9.680310249
566,1985192381,-91.92911731,29.05706416,0,5.439529896,0,0,20.41008949,0,5.930560112,0
567,1985192381,-88.93054279,29.05644055,0,0,0,0,0,0,37.08914948,0
568,1985192381,-88.93054279,29.05644055,0,0,0,0,0,0,37.08914948,0
569,1985192381,-90.29042839,29.05606146,0,0,0,0,0,0,14.81760025,0
570,1985192381,-92.81318013,29.05580677,0,0,0,0,16.22513962,0,3.833790064,5.603750229
571,1985192381,-90.28452601,29.05534872,0,0,0,0,0,0,14.81760025,0
572,1985192381,-90.66772437,29.0552385,0,0,0,0,0,0,0,0
573,1985192381,-90.54967109,29.05428124,0,0,0,0,0,0,0,0
574,1985192381,-89.4179,29.05405,0,0,0,0,0,0,0,0
575,1985192381,-90.55207509,29.05391537,0,0,0,0,0,0,0,0
576,1985192381,-92.98376079,29.05291601,0,0,0,0,8.107049942,0,2.711240053,0
577,1985192381,-92.34009016,29.0528623,0,3.414949894,0,0,12.79117012,0,9.901249886,6.518489838
578,1985192381,-90.28081124,29.05262635,0,0,0,0,0,0,14.81760025,0
579,1985192381,-90.28081124,29.05262635,0,0,0,0,0,0,14.81760025,0
580,1985192381,-93.17177325,29.05259604,0,0,0,0,4.056000233,0,3.014509916,0
581,1985192381,-90.70992069,29.05230457,0,0,0,0,0,0,0,0
582,1985192381,-92.62335567,29.05108305,0,0,0,0,13.83738995,0,3.11864996,0
583,1985192381,-92.29738665,29.05085785,0,3.211859941,0,0,12.74983025,0,5.431600094,8.751689911
584,1985192381,-90.3311,29.05065,0,0,0,0,0,0,0,0
585,1985192381,-90.69983333,29.05028333,0,0,0,0,0,0,0,0
586,1985192381,-92.81854879,29.05023374,0,0,0,0,16.22513962,0,3.833790064,5.603750229
587,1985192381,-90.70902528,29.04964519,0,0,0,0,0,0,0,0
588,1985192381,-90.33184702,29.04934509,0,0,0,0,0,0,0,0
589,1985192381,-92.38133333,29.04913333,0,3.564389944,0,0,12.35709,0,9.142490387,2.96352005
590,1985192381,-92.50385899,29.04848788,0,0,0,0,13.03015041,0,4.890460014,1.939290047
591,1985192381,-91.24069291,29.04822496,0,6.940060139,0,0,17.54175949,0,11.63088989,20.90039063
592,1985192381,-90.26054207,29.04793414,0,0,0,0,0,0,14.81760025,0
593,1985192381,-92.72158333,29.04771667,0,0,0,0,11.28299046,0,3.043260098,3.479520082
594,1985192381,-90.1910088,29.04730739,0,0,0,0,0,0,16.0105896,6.639259815
595,1985192381,-91.97172814,29.04686988,0,4.091119766,0,0,24.16947937,0,5.348989964,0
596,1985192381,-90.3838,29.04645,0,0,0,0,0,0,0,6.855000019
597,1985192381,-90.67258753,29.04607693,0,0,0,0,0,0,0,0
598,1985192381,-92.29938932,29.04601281,0,3.211859941,0,0,12.74983025,0,5.431600094,8.751689911
599,1985192381,-90.30227147,29.04587472,0,0,0,0,0,0,0,0
600,1985192381,-90.31622692,29.04569687,0,0,0,0,0,0,0,0
601,1985192381,-91.9619538,29.04545974,0,4.091119766,0,0,24.16947937,0,5.348989964,0
602,1985192381,-90.65610436,29.04490579,0,0,0,0,0,0,0,0
603,1985192381,-94.11118415,29.0447379,0,0,0,0,2.397900105,1.271790028,1.358080029,0
604,1985192381,-90.49982721,29.04416706,0,0,0,0,0,0,0,0
605,1985192381,-91.75975,29.0441,0,5.416840076,0,0,21.09942055,0,7.881140232,0
606,1985192381,-90.70409145,29.04358965,0,0,0,0,0,0,0,0
607,1985192381,-90.75309325,29.0429718,0,17.58609009,0,0,0,0,0,0
608,1985192381,-88.94821111,29.04214444,0,0,0,0,0,0,37.08914948,0
609,1985192381,-90.01857048,29.04210158,0,0,0,0,0,0,12.11098003,7.576310158
610,1985192381,-92.352,29.04195,0,3.414949894,0,0,12.79117012,0,9.901249886,6.518489838
611,1985192381,-91.98843988,29.04178627,0,4.091119766,0,0,24.16947937,0,5.348989964,0
612,1985192381,-92.50718891,29.04095267,0,3.460829973,0,0,11.21595955,0,3.881190062,2.20630002
613,1985192381,-91.92273783,29.04045663,0,6.011340141,0,0,17.67494011,0,5.21641016,2.103490114
614,1985192381,-90.87391309,29.04042116,0,9.421970367,0,0,0,0,10.68686962,0
615,1985192381,-93.16693214,29.0401356,0,0,0,0,6.001480103,0,2.425479889,0
616,1985192381,-90.54828127,29.03995194,0,0,0,0,0,0,0,0
617,1985192381,-90.70234562,29.03946392,0,9.093099594,0,0,0,0,0,0
618,1985192381,-90.69346315,29.0390022,0,9.093099594,0,0,0,0,0,0
619,1985192381,-92.33838333,29.03886667,0,3.027580023,0,0,9.89964962,0,9.60725975,4.528260231
620,1985192381,-90.7706,29.03813333,0,8.338999748,0,0,0,0,9.718239784,0
621,1985192381,-90.54352065,29.03653079,0,0,0,0,0,0,0,0
622,1985192381,-90.86973333,29.03606667,0,9.421970367,0,0,0,0,10.68686962,0
623,1985192381,-90.54343731,29.03448079,0,0,0,0,0,0,0,0
624,1985192381,-92.51371648,29.03440233,0,3.460829973,0,0,11.21595955,0,3.881190062,2.20630002
625,1985192381,-90.18279337,29.03413051,0,0,0,0,0,0,11.34284019,4.121240139
626,1985192381,-90.3364,29.03401667,0,0,0,0,0,0,0,4.626820087
627,1985192381,-90.6654952,29.03235534,0,0,0,0,0,0,0,0
628,1985192381,-92.50999232,29.03210455,0,3.460829973,0,0,11.21595955,0,3.881190062,2.20630002
629,1985192381,-92.94458333,29.03201667,0,0,0,0,7.031199932,0,3.016910076,3.728689909
630,1985192381,-92.96631285,29.03178846,0,0,0,0,6.67855978,0,2.749929905,3.222630024
631,1985192381,-90.85876667,29.03175,0,9.421970367,0,0,0,0,10.68686962,0
632,1985192381,-92.64644813,29.03162392,0,0,0,0,9.553090096,0,2.600209951,3.094470024
